,supplier,buyer,supplier_nace,buyer_nace
11715,28936,5416,43,42
11716,31809,5416,59,42
11717,31973,5416,34,42
11718,33376,5416,84,42
11719,1893,8771,43,64
11720,7497,8771,20,64
11721,9669,8771,1,64
11722,16233,8771,64,64
11723,20625,8771,32,64
11724,21173,8771,39,64
11725,24008,8771,42,64
11726,31967,8771,41,64
11727,1895,10253,41,43
11728,8655,10253,9,43
11729,10333,10253,46,43
11730,20051,10253,41,43
11731,21881,10253,32,43
11732,29498,10253,41,43
11733,1899,889,41,67
11734,1899,21853,41,39
11735,1899,15978,41,25
11736,22016,15978,32,25
11737,1900,782,20,40
11738,21287,782,37,40
11739,1900,29402,20,65
11740,1991,29402,43,65
11741,2070,29402,64,65
11742,3630,29402,1,65
11743,6320,29402,41,65
11744,8348,29402,41,65
11745,9015,29402,32,65
11746,9802,29402,42,65
11747,10053,29402,43,65
11748,11856,29402,60,65
11749,11980,29402,64,65
11750,14278,29402,41,65
11751,14832,29402,21,65
11752,18202,29402,41,65
11753,22016,29402,32,65
11754,22533,29402,41,65
11755,22829,29402,46,65
11756,25426,29402,15,65
11757,25437,29402,64,65
11758,25521,29402,23,65
11759,28062,29402,0,65
11760,30339,29402,41,65
11761,30785,29402,20,65
11762,31343,29402,70,65
11763,31878,29402,41,65
11764,1902,9399,84,70
11765,1906,12704,41,16
11766,3554,12704,54,16
11767,5197,12704,15,16
11768,11226,12704,84,16
11769,22016,12704,32,16
11770,22760,12704,32,16
11771,23572,12704,9,16
11772,23985,12704,32,16
11773,28113,12704,60,16
11774,28973,12704,41,16
11775,29469,12704,41,16
11776,30016,12704,43,16
11777,1906,28380,41,41
11778,32179,28380,38,41
11779,1908,28752,14,84
11780,1909,4143,63,42
11781,17058,4143,21,42
11782,26294,4143,27,42
11783,1910,31137,41,84
11784,1910,32464,41,84
11785,1945,32464,59,84
11786,1967,32464,9,84
11787,2067,32464,40,84
11788,2209,32464,32,84
11789,12104,32464,59,84
11790,22760,32464,32,84
11791,25232,32464,23,84
11792,28428,32464,46,84
11793,30455,32464,70,84
11794,31523,32464,50,84
11795,32175,32464,61,84
11796,33162,32464,84,84
11797,1912,12438,41,84
11798,8604,12438,0,84
11799,10281,12438,71,84
11800,11809,12438,42,84
11801,22491,12438,61,84
11802,23572,12438,9,84
11803,25136,12438,59,84
11804,26331,12438,41,84
11805,1913,3195,41,70
11806,18701,3195,46,70
11807,26834,3195,84,70
11808,27065,3195,56,70
11809,1920,5104,23,41
11810,11197,5104,8,41
11811,1922,3042,41,42
11812,6509,3042,67,42
11813,13720,3042,8,42
11814,1922,10236,41,43
11815,1922,8580,41,53
11816,1924,742,46,59
11817,19770,742,41,59
11818,26234,742,56,59
11819,1927,4465,40,41
11820,6110,4465,59,41
11821,18465,4465,23,41
11822,21078,4465,1,41
11823,22761,4465,41,41
11824,29452,4465,54,41
11825,30757,4465,32,41
11826,31438,4465,43,41
11827,31508,4465,61,41
11828,1927,2146,40,55
11829,4323,2146,42,55
11830,7410,2146,46,55
11831,8022,2146,41,55
11832,15032,2146,26,55
11833,18773,2146,64,55
11834,20100,2146,41,55
11835,20766,2146,0,55
11836,21355,2146,35,55
11837,21552,2146,59,55
11838,24095,2146,26,55
11839,28408,2146,0,55
11840,29478,2146,41,55
11841,30481,2146,41,55
11842,1928,25971,37,51
11843,30660,25971,70,51
11844,1929,28233,46,13
11845,21172,28233,41,13
11846,1930,2629,9,84
11847,1931,29876,41,53
11848,3234,29876,84,53
11849,3306,29876,68,53
11850,6320,29876,41,53
11851,6383,29876,41,53
11852,7336,29876,54,53
11853,8557,29876,53,53
11854,9886,29876,54,53
11855,9924,29876,41,53
11856,11098,29876,70,53
11857,13640,29876,46,53
11858,15977,29876,22,53
11859,18234,29876,18,53
11860,19705,29876,64,53
11861,23737,29876,37,53
11862,25022,29876,40,53
11863,1931,25058,41,36
11864,7579,25058,42,36
11865,29491,25058,42,36
11866,30820,25058,8,36
11867,1931,19684,41,20
11868,18077,19684,41,20
11869,1931,24615,41,41
11870,3140,24615,17,41
11871,14166,24615,41,41
11872,30741,24615,40,41
11873,1931,2350,41,43
11874,4657,2350,54,43
11875,5158,2350,15,43
11876,6778,2350,31,43
11877,7209,2350,41,43
11878,14907,2350,56,43
11879,19713,2350,32,43
11880,19976,2350,84,43
11881,21906,2350,41,43
11882,24481,2350,40,43
11883,27662,2350,41,43
11884,28244,2350,50,43
11885,1931,8845,41,61
11886,25330,8845,59,61
11887,30658,8845,41,61
11888,1931,21750,41,8
11889,9751,21750,41,8
11890,25708,21750,41,8
11891,1931,5271,41,14
11892,25019,5271,40,14
11893,1931,23622,41,27
11894,3140,23622,17,27
11895,4155,23622,25,27
11896,12643,23622,67,27
11897,12763,23622,0,27
11898,17263,23622,41,27
11899,22757,23622,32,27
11900,23942,23622,41,27
11901,24177,23622,23,27
11902,24448,23622,42,27
11903,32906,23622,84,27
11904,33381,23622,84,27
11905,1931,29968,41,23
11906,20743,29968,59,23
11907,1931,18749,41,70
11908,4429,18749,40,70
11909,4492,18749,23,70
11910,8285,18749,59,70
11911,11949,18749,68,70
11912,17384,18749,23,70
11913,19866,18749,41,70
11914,1932,13184,79,59
11915,1932,20181,79,41
11916,1935,20796,39,40
11917,3664,20796,59,40
11918,14386,20796,23,40
11919,1935,3791,39,40
11920,5273,3791,20,40
11921,23303,3791,54,40
11922,26127,3791,32,40
11923,26453,3791,54,40
11924,1936,21718,0,37
11925,4378,21718,40,37
11926,7891,21718,41,37
11927,8578,21718,47,37
11928,11617,21718,59,37
11929,18221,21718,40,37
11930,19334,21718,27,37
11931,29478,21718,41,37
11932,1948,17173,37,84
11933,11246,17173,59,84
11934,1949,8358,0,84
11935,1951,31769,84,21
11936,12410,31769,59,21
11937,1951,27063,84,38
11938,24089,27063,8,38
11939,1951,29628,84,19
11940,1952,6742,41,46
11941,3140,6742,17,46
11942,5216,6742,37,46
11943,8577,6742,32,46
11944,11406,6742,41,46
11945,13787,6742,8,46
11946,14512,6742,41,46
11947,23310,6742,46,46
11948,26093,6742,8,46
11949,1953,17800,35,41
11950,10161,17800,32,41
11951,11255,17800,84,41
11952,12573,17800,61,41
11953,14475,17800,18,41
11954,23213,17800,8,41
11955,1954,29607,40,32
11956,3412,29607,41,32
11957,5973,29607,54,32
11958,10798,29607,71,32
11959,14733,29607,54,32
11960,20672,29607,35,32
11961,23908,29607,35,32
11962,29754,29607,41,32
11963,1955,8655,59,9
11964,2571,8655,70,9
11965,9498,8655,59,9
11966,12330,8655,70,9
11967,1956,12904,32,27
11968,5064,12904,38,27
11969,1956,27537,32,54
11970,7377,27537,21,54
11971,30778,27537,41,54
11972,1956,12442,32,84
11973,1959,17691,56,77
11974,1959,2072,56,64
11975,1959,1041,56,43
11976,1978,1041,67,43
11977,3140,1041,17,43
11978,1959,14250,56,41
11979,5285,14250,32,41
11980,6624,14250,8,41
11981,7667,14250,41,41
11982,13629,14250,14,41
11983,1960,28484,40,59
11984,1960,2753,40,46
11985,22952,2753,46,46
11986,1960,29814,40,41
11987,1960,12697,40,20
11988,3140,12697,17,20
11989,6320,12697,41,20
11990,8578,12697,47,20
11991,8802,12697,71,20
11992,10389,12697,41,20
11993,17223,12697,42,20
11994,19273,12697,41,20
11995,21549,12697,84,20
11996,21564,12697,59,20
11997,22965,12697,41,20
11998,23182,12697,68,20
11999,24630,12697,41,20
12000,28564,12697,72,20
12001,28568,12697,25,20
12002,28684,12697,77,20
12003,1960,32740,40,84
12004,1964,32740,56,84
12005,2440,32740,39,84
12006,4102,32740,32,84
12007,6381,32740,24,84
12008,9832,32740,32,84
12009,10161,32740,32,84
12010,13049,32740,32,84
12011,24657,32740,40,84
12012,24756,32740,41,84
12013,31881,32740,63,84
12014,1964,26936,56,39
12015,1964,29729,56,47
12016,1967,29729,9,47
12017,1998,29729,32,47
12018,2695,29729,41,47
12019,2746,29729,41,47
12020,4029,29729,59,47
12021,4993,29729,84,47
12022,5285,29729,32,47
12023,6264,29729,21,47
12024,7505,29729,29,47
12025,7570,29729,39,47
12026,7588,29729,41,47
12027,8821,29729,40,47
12028,9015,29729,32,47
12029,10161,29729,32,47
12030,11038,29729,51,47
12031,13510,29729,72,47
12032,15029,29729,54,47
12033,15220,29729,84,47
12034,15553,29729,72,47
12035,16070,29729,46,47
12036,20672,29729,35,47
12037,23969,29729,41,47
12038,24327,29729,23,47
12039,25378,29729,41,47
12040,25708,29729,41,47
12041,26149,29729,12,47
12042,28078,29729,43,47
12043,28281,29729,41,47
12044,29242,29729,41,47
12045,29327,29729,38,47
12046,29478,29729,41,47
12047,29754,29729,41,47
12048,30799,29729,37,47
12049,31809,29729,59,47
12050,31886,29729,61,47
12051,32046,29729,84,47
12052,1964,9926,56,42
12053,19561,9926,40,42
12054,1964,27729,56,0
12055,17051,27729,41,0
12056,25858,27729,18,0
12057,1964,1164,56,59
12058,2019,1164,41,59
12059,6280,1164,39,59
12060,7577,1164,25,59
12061,11819,1164,21,59
12062,12439,1164,84,59
12063,14150,1164,54,59
12064,15965,1164,53,59
12065,22016,1164,32,59
12066,23315,1164,61,59
12067,24839,1164,71,59
12068,25378,1164,41,59
12069,30346,1164,41,59
12070,30871,1164,41,59
12071,31640,1164,41,59
12072,1964,29917,56,21
12073,16458,29917,37,21
12074,25839,29917,40,21
12075,29936,29917,62,21
12076,30572,29917,41,21
12077,33263,29917,84,21
12078,1964,10179,56,41
12079,7847,10179,43,41
12080,16095,10179,40,41
12081,1964,26701,56,71
12082,7104,26701,84,71
12083,17144,26701,52,71
12084,17287,26701,0,71
12085,22113,26701,26,71
12086,25128,26701,33,71
12087,29498,26701,41,71
12088,1964,13979,56,42
12089,6320,13979,41,42
12090,10817,13979,70,42
12091,12116,13979,84,42
12092,13738,13979,41,42
12093,14267,13979,37,42
12094,19071,13979,32,42
12095,19403,13979,40,42
12096,25504,13979,59,42
12097,28166,13979,84,42
12098,29380,13979,0,42
12099,31803,13979,9,42
12100,1966,3919,64,41
12101,1967,16248,9,39
12102,1967,25435,9,42
12103,23643,25435,43,42
12104,1967,22094,9,43
12105,2945,22094,43,43
12106,3050,22094,41,43
12107,9307,22094,84,43
12108,13235,22094,15,43
12109,13734,22094,40,43
12110,14892,22094,25,43
12111,18309,22094,54,43
12112,20000,22094,41,43
12113,28264,22094,72,43
12114,30236,22094,0,43
12115,1967,6675,9,41
12116,6269,6675,62,41
12117,15519,6675,59,41
12118,1967,30251,9,49
12119,1967,30589,9,41
12120,22125,30589,59,41
12121,1967,12627,9,0
12122,1967,91,9,59
12123,2792,91,61,59
12124,15766,91,40,59
12125,16071,91,41,59
12126,20875,91,62,59
12127,1967,9431,9,41
12128,1967,8082,9,12
12129,1967,2354,9,49
12130,1967,6680,9,24
12131,3140,6680,17,24
12132,4747,6680,41,24
12133,7640,6680,39,24
12134,10990,6680,14,24
12135,12037,6680,59,24
12136,16301,6680,40,24
12137,26202,6680,41,24
12138,32971,6680,84,24
12139,1967,4108,9,40
12140,12744,4108,38,40
12141,1967,9575,9,28
12142,33480,9575,84,28
12143,1967,22728,9,41
12144,4964,22728,41,41
12145,15965,22728,53,41
12146,16044,22728,59,41
12147,16243,22728,32,41
12148,23019,22728,70,41
12149,1967,26450,9,14
12150,3482,26450,84,14
12151,16243,26450,32,14
12152,19219,26450,84,14
12153,20351,26450,23,14
12154,1967,26656,9,63
12155,2054,26656,23,63
12156,1967,16277,9,20
12157,21144,16277,46,20
12158,1967,1097,9,8
12159,8557,1097,53,8
12160,8618,1097,41,8
12161,9638,1097,23,8
12162,9799,1097,40,8
12163,13699,1097,8,8
12164,16082,1097,24,8
12165,16104,1097,40,8
12166,20218,1097,55,8
12167,20391,1097,70,8
12168,22016,1097,32,8
12169,22750,1097,38,8
12170,24560,1097,59,8
12171,26173,1097,0,8
12172,26557,1097,47,8
12173,30757,1097,32,8
12174,31042,1097,70,8
12175,31050,1097,41,8
12176,31710,1097,46,8
12177,1968,1068,46,27
12178,4905,1068,32,27
12179,5285,1068,32,27
12180,6989,1068,0,27
12181,8865,1068,41,27
12182,12018,1068,32,27
12183,18825,1068,77,27
12184,20046,1068,61,27
12185,21162,1068,84,27
12186,22740,1068,66,27
12187,23477,1068,53,27
12188,24248,1068,59,27
12189,25654,1068,59,27
12190,26159,1068,61,27
12191,28691,1068,8,27
12192,30064,1068,84,27
12193,30106,1068,15,27
12194,32005,1068,43,27
12195,1968,1959,46,56
12196,4131,1959,40,56
12197,5085,1959,43,56
12198,12055,1959,38,56
12199,14514,1959,50,56
12200,14690,1959,41,56
12201,19561,1959,40,56
12202,20803,1959,40,56
12203,21763,1959,41,56
12204,25017,1959,41,56
12205,25931,1959,41,56
12206,27288,1959,26,56
12207,29896,1959,14,56
12208,29964,1959,67,56
12209,30259,1959,61,56
12210,1968,3547,46,64
12211,1971,14257,23,41
12212,2736,14257,43,41
12213,3140,14257,17,41
12214,3183,14257,41,41
12215,11904,14257,8,41
12216,14489,14257,40,41
12217,16243,14257,32,41
12218,19334,14257,27,41
12219,25253,14257,36,41
12220,26884,14257,32,41
12221,27651,14257,41,41
12222,27688,14257,36,41
12223,29478,14257,41,41
12224,30296,14257,84,41
12225,1971,17660,23,43
12226,1973,950,41,20
12227,6295,950,40,20
12228,6328,950,40,20
12229,9341,950,37,20
12230,16257,950,59,20
12231,19504,950,41,20
12232,19778,950,23,20
12233,22347,950,84,20
12234,31183,950,70,20
12235,31547,950,41,20
12236,1978,14427,67,41
12237,19476,14427,59,41
12238,1978,16981,67,27
12239,1978,2176,67,61
12240,18572,2176,84,61
12241,1978,31106,67,43
12242,1978,30285,67,33
12243,3123,30285,40,33
12244,6441,30285,8,33
12245,7645,30285,59,33
12246,8637,30285,9,33
12247,10161,30285,32,33
12248,11084,30285,41,33
12249,12865,30285,41,33
12250,16137,30285,41,33
12251,17061,30285,46,33
12252,20089,30285,14,33
12253,21746,30285,9,33
12254,22726,30285,41,33
12255,30130,30285,59,33
12256,30757,30285,32,33
12257,1978,18175,67,42
12258,1978,11812,67,59
12259,1978,28851,67,51
12260,1978,3375,67,20
12261,8578,3375,47,20
12262,10161,3375,32,20
12263,11306,3375,71,20
12264,17171,3375,35,20
12265,27570,3375,70,20
12266,1978,1448,67,35
12267,12018,1448,32,35
12268,1978,28691,67,8
12269,4244,28691,71,8
12270,6320,28691,41,8
12271,6348,28691,8,8
12272,6356,28691,43,8
12273,6406,28691,26,8
12274,6706,28691,59,8
12275,8180,28691,9,8
12276,8526,28691,59,8
12277,11227,28691,59,8
12278,11257,28691,40,8
12279,11875,28691,59,8
12280,12956,28691,47,8
12281,14236,28691,41,8
12282,14892,28691,25,8
12283,16607,28691,16,8
12284,20631,28691,28,8
12285,20672,28691,35,8
12286,22016,28691,32,8
12287,22592,28691,20,8
12288,23448,28691,84,8
12289,24873,28691,40,8
12290,25289,28691,54,8
12291,28957,28691,41,8
12292,30658,28691,41,8
12293,31372,28691,41,8
12294,1978,29698,67,59
12295,1978,11683,67,23
12296,30182,11683,38,23
12297,1979,28397,80,40
12298,1981,15224,53,46
12299,1981,24874,53,84
12300,1981,6451,53,32
12301,19623,6451,15,32
12302,28238,6451,16,32
12303,1981,9138,53,84
12304,3140,9138,17,84
12305,9481,9138,46,84
12306,22945,9138,41,84
12307,1981,8302,53,51
12308,2889,8302,84,51
12309,3276,8302,40,51
12310,11436,8302,34,51
12311,11929,8302,41,51
12312,16553,8302,59,51
12313,18649,8302,61,51
12314,18810,8302,84,51
12315,25469,8302,59,51
12316,1985,18885,23,42
12317,29635,18885,41,42
12318,1986,6057,58,41
12319,1990,17281,59,59
12320,9436,17281,70,59
12321,1994,18221,41,40
12322,3156,18221,37,40
12323,9484,18221,40,40
12324,26075,18221,64,40
12325,1999,6644,59,21
12326,23844,6644,32,21
12327,28691,6644,8,21
12328,32682,6644,84,21
12329,2000,12458,41,41
12330,9536,12458,84,41
12331,12778,12458,67,41
12332,12966,12458,35,41
12333,29873,12458,59,41
12334,30447,12458,41,41
12335,31160,12458,43,41
12336,2004,5149,35,54
12337,2297,5149,59,54
12338,19358,5149,60,54
12339,28705,5149,27,54
12340,2006,8589,35,35
12341,7636,8589,25,35
12342,11803,8589,41,35
12343,21536,8589,41,35
12344,27545,8589,53,35
12345,29478,8589,41,35
12346,31611,8589,70,35
12347,2010,31321,84,8
12348,2011,19019,49,84
12349,6286,19019,41,84
12350,8368,19019,51,84
12351,11955,19019,40,84
12352,14997,19019,38,84
12353,28642,19019,24,84
12354,2012,22586,43,39
12355,3140,22586,17,39
12356,7667,22586,41,39
12357,11775,22586,59,39
12358,11795,22586,54,39
12359,11853,22586,84,39
12360,18903,22586,26,39
12361,22779,22586,27,39
12362,26788,22586,41,39
12363,2013,32767,8,84
12364,19617,32767,41,84
12365,25858,32767,18,84
12366,2016,18412,41,38
12367,2016,7173,41,54
12368,2350,7173,43,54
12369,7743,7173,59,54
12370,9802,7173,42,54
12371,18760,7173,70,54
12372,25213,7173,61,54
12373,2016,1866,41,84
12374,2019,7268,41,84
12375,2025,24128,36,54
12376,2025,594,36,8
12377,2156,594,56,8
12378,2522,594,46,8
12379,3325,594,70,8
12380,4731,594,46,8
12381,6339,594,32,8
12382,6543,594,84,8
12383,7045,594,18,8
12384,8294,594,8,8
12385,9802,594,42,8
12386,11438,594,49,8
12387,12704,594,16,8
12388,14172,594,72,8
12389,14364,594,84,8
12390,16964,594,84,8
12391,18292,594,20,8
12392,20625,594,32,8
12393,22226,594,61,8
12394,23874,594,41,8
12395,31019,594,43,8
12396,31068,594,71,8
12397,31809,594,59,8
12398,32193,594,0,8
12399,2025,15403,36,41
12400,2027,9968,59,23
12401,3140,9968,17,23
12402,11216,9968,54,23
12403,2028,8391,71,8
12404,2030,18848,0,39
12405,11810,18848,39,39
12406,2035,3044,32,8
12407,9802,3044,42,8
12408,2035,14239,32,64
12409,29719,14239,54,64
12410,2035,31253,32,11
12411,2035,21969,32,77
12412,2037,13888,9,59
12413,2043,27592,54,0
12414,2043,21562,54,41
12415,2044,4463,41,18
12416,11497,4463,63,18
12417,2044,16426,41,59
12418,31972,16426,9,59
12419,2046,11970,35,43
12420,2046,31285,35,62
12421,2052,2037,42,9
12422,3140,2037,17,9
12423,5602,2037,21,9
12424,6753,2037,21,9
12425,21259,2037,67,9
12426,22016,2037,32,9
12427,2054,4172,23,75
12428,9015,4172,32,75
12429,19221,4172,84,75
12430,19494,4172,61,75
12431,2055,23425,23,0
12432,3276,23425,40,0
12433,10161,23425,32,0
12434,28179,23425,62,0
12435,2056,26190,71,71
12436,3042,26190,42,71
12437,14051,26190,23,71
12438,16867,26190,43,71
12439,26472,26190,41,71
12440,29478,26190,41,71
12441,2062,24119,41,43
12442,12040,24119,23,43
12443,15425,24119,61,43
12444,19419,24119,62,43
12445,25040,24119,43,43
12446,26702,24119,41,43
12447,28548,24119,23,43
12448,2068,2177,37,20
12449,3122,2177,69,20
12450,3185,2177,41,20
12451,9875,2177,43,20
12452,13937,2177,62,20
12453,16108,2177,8,20
12454,28279,2177,59,20
12455,31237,2177,40,20
12456,2070,18298,64,8
12457,3140,18298,17,8
12458,3338,18298,54,8
12459,3574,18298,84,8
12460,5285,18298,32,8
12461,9364,18298,62,8
12462,15588,18298,71,8
12463,20625,18298,32,8
12464,22109,18298,24,8
12465,27287,18298,62,8
12466,29888,18298,59,8
12467,2070,26796,64,41
12468,2070,3,64,43
12469,2070,18156,64,21
12470,11454,18156,84,21
12471,11812,18156,59,21
12472,12458,18156,41,21
12473,17318,18156,54,21
12474,20625,18156,32,21
12475,21336,18156,42,21
12476,31809,18156,59,21
12477,2070,2747,64,70
12478,18592,2747,69,70
12479,31297,2747,41,70
12480,2070,359,64,72
12481,2070,217,64,38
12482,3042,217,42,38
12483,2070,3749,64,59
12484,25110,3749,71,59
12485,2070,6788,64,39
12486,2070,15461,64,41
12487,28334,15461,42,41
12488,2070,33111,64,84
12489,2070,6978,64,27
12490,3140,6978,17,27
12491,6340,6978,32,27
12492,7037,6978,43,27
12493,8149,6978,59,27
12494,15548,6978,70,27
12495,17562,6978,40,27
12496,19610,6978,59,27
12497,22395,6978,32,27
12498,25174,6978,23,27
12499,25858,6978,18,27
12500,27912,6978,84,27
12501,29765,6978,35,27
12502,32184,6978,41,27
12503,2070,22742,64,42
12504,2070,28864,64,67
12505,8294,28864,8,67
12506,11011,28864,41,67
12507,22395,28864,32,67
12508,22797,28864,35,67
12509,23269,28864,27,67
12510,30912,28864,54,67
12511,2070,11957,64,41
12512,22686,11957,39,41
12513,2070,4246,64,43
12514,2070,4184,64,1
12515,2781,4184,61,1
12516,8808,4184,84,1
12517,9511,4184,0,1
12518,12723,4184,54,1
12519,20603,4184,20,1
12520,21469,4184,53,1
12521,23190,4184,61,1
12522,28007,4184,84,1
12523,28422,4184,71,1
12524,2070,24055,64,41
12525,6571,24055,56,41
12526,15860,24055,19,41
12527,2071,24321,59,7
12528,10941,24321,64,7
12529,14281,24321,43,7
12530,17240,24321,50,7
12531,23233,24321,42,7
12532,2073,1818,40,23
12533,2074,15277,61,64
12534,2765,15277,41,64
12535,9472,15277,41,64
12536,19510,15277,61,64
12537,23779,15277,39,64
12538,24835,15277,41,64
12539,2075,25938,59,16
12540,25581,25938,51,16
12541,2075,30133,59,0
12542,2075,23258,59,43
12543,6769,23258,52,43
12544,31972,23258,9,43
12545,32059,23258,26,43
12546,2078,30212,24,27
12547,2080,4049,84,38
12548,16073,4049,59,38
12549,16818,4049,41,38
12550,17793,4049,46,38
12551,19247,4049,42,38
12552,22016,4049,32,38
12553,22952,4049,46,38
12554,26701,4049,71,38
12555,29478,4049,41,38
12556,30893,4049,56,38
12557,31164,4049,54,38
12558,2083,4595,23,58
12559,2084,29758,41,43
12560,5404,29758,64,43
12561,2089,20071,41,54
12562,2091,22833,59,42
12563,2092,8750,14,60
12564,2098,27315,54,22
12565,3140,27315,17,22
12566,3412,27315,41,22
12567,4502,27315,41,22
12568,5262,27315,8,22
12569,5612,27315,20,22
12570,6692,27315,61,22
12571,7410,27315,46,22
12572,9700,27315,32,22
12573,9838,27315,9,22
12574,12678,27315,42,22
12575,12963,27315,56,22
12576,13819,27315,18,22
12577,14623,27315,67,22
12578,14892,27315,25,22
12579,15185,27315,27,22
12580,17151,27315,32,22
12581,17383,27315,41,22
12582,17548,27315,31,22
12583,18189,27315,40,22
12584,18401,27315,59,22
12585,19010,27315,84,22
12586,19595,27315,84,22
12587,20799,27315,59,22
12588,21532,27315,23,22
12589,21675,27315,42,22
12590,22107,27315,21,22
12591,22359,27315,84,22
12592,22964,27315,53,22
12593,23364,27315,64,22
12594,23874,27315,41,22
12595,24013,27315,41,22
12596,24576,27315,43,22
12597,27835,27315,39,22
12598,29376,27315,84,22
12599,29836,27315,40,22
12600,30224,27315,84,22
12601,31319,27315,6,22
12602,31405,27315,42,22
12603,2099,13776,42,8
12604,14801,13776,40,8
12605,31126,13776,41,8
12606,2100,24600,39,32
12607,10908,24600,54,32
12608,11201,24600,61,32
12609,28244,24600,50,32
12610,29145,24600,46,32
12611,31903,24600,41,32
12612,2101,1380,0,22
12613,23709,1380,64,22
12614,26755,1380,38,22
12615,27241,1380,0,22
12616,31712,1380,60,22
12617,32016,1380,22,22
12618,2102,5493,61,84
12619,2112,157,20,41
12620,5037,157,16,41
12621,19031,157,43,41
12622,20625,157,32,41
12623,29371,157,8,41
12624,2112,7502,20,41
12625,21234,7502,59,41
12626,2116,9615,46,20
12627,2118,29335,72,59
12628,2123,27117,42,84
12629,2123,3475,42,42
12630,5389,3475,59,42
12631,8774,3475,41,42
12632,9016,3475,46,42
12633,13464,3475,84,42
12634,19120,3475,20,42
12635,24287,3475,67,42
12636,2124,23328,70,84
12637,2125,3194,24,23
12638,2127,23032,43,41
12639,2128,9875,41,43
12640,2128,28099,41,8
12641,3222,28099,43,8
12642,9655,28099,34,8
12643,11056,28099,56,8
12644,12653,28099,41,8
12645,13612,28099,59,8
12646,14892,28099,25,8
12647,18773,28099,64,8
12648,22760,28099,32,8
12649,24895,28099,64,8
12650,25127,28099,54,8
12651,29730,28099,40,8
12652,29936,28099,62,8
12653,30150,28099,21,8
12654,30678,28099,41,8
12655,30734,28099,43,8
12656,31973,28099,34,8
12657,2133,32443,26,84
12658,6305,32443,41,84
12659,6624,32443,8,84
12660,6910,32443,54,84
12661,9461,32443,40,84
12662,11760,32443,40,84
12663,13912,32443,37,84
12664,14008,32443,41,84
12665,14175,32443,54,84
12666,14768,32443,41,84
12667,15167,32443,71,84
12668,17163,32443,59,84
12669,19933,32443,70,84
12670,20625,32443,32,84
12671,21721,32443,41,84
12672,25109,32443,71,84
12673,26751,32443,84,84
12674,26884,32443,32,84
12675,27911,32443,15,84
12676,2137,17053,46,54
12677,32516,17053,84,54
12678,2137,1386,46,42
12679,2138,23477,73,53
12680,2141,23477,35,53
12681,2172,23477,27,53
12682,3140,23477,17,53
12683,4056,23477,40,53
12684,5458,23477,70,53
12685,5897,23477,64,53
12686,6285,23477,43,53
12687,6385,23477,35,53
12688,7475,23477,71,53
12689,7713,23477,26,53
12690,7875,23477,42,53
12691,8758,23477,46,53
12692,8970,23477,43,53
12693,9794,23477,72,53
12694,10173,23477,39,53
12695,13227,23477,54,53
12696,16832,23477,46,53
12697,17474,23477,39,53
12698,17771,23477,60,53
12699,22016,23477,32,53
12700,22847,23477,41,53
12701,23141,23477,41,53
12702,24947,23477,68,53
12703,26701,23477,71,53
12704,29551,23477,0,53
12705,29997,23477,35,53
12706,30969,23477,49,53
12707,31972,23477,9,53
12708,32143,23477,70,53
12709,2138,8551,73,11
12710,2141,28599,35,42
12711,2141,15024,35,40
12712,16371,15024,23,40
12713,29807,15024,65,40
12714,2141,1050,35,70
12715,2156,1050,56,70
12716,6565,1050,47,70
12717,11805,1050,41,70
12718,15453,1050,71,70
12719,16137,1050,41,70
12720,18749,1050,70,70
12721,20258,1050,41,70
12722,20670,1050,35,70
12723,23700,1050,84,70
12724,29478,1050,41,70
12725,2141,10197,35,72
12726,2145,7786,38,15
12727,2146,20834,55,24
12728,2901,20834,43,24
12729,11078,20834,84,24
12730,11628,20834,41,24
12731,12430,20834,84,24
12732,20862,20834,42,24
12733,27938,20834,32,24
12734,29009,20834,41,24
12735,29501,20834,20,24
12736,2146,26016,55,42
12737,2148,1091,40,34
12738,17181,1091,40,34
12739,18822,1091,84,34
12740,28476,1091,67,34
12741,2149,12160,40,61
12742,2150,21994,43,59
12743,2150,11060,43,41
12744,4545,11060,59,41
12745,13263,11060,62,41
12746,14033,11060,62,41
12747,15681,11060,65,41
12748,20625,11060,32,41
12749,21896,11060,37,41
12750,31494,11060,41,41
12751,31641,11060,84,41
12752,2151,1953,84,35
12753,2156,26340,56,26
12754,3794,26340,84,26
12755,4102,26340,32,26
12756,4741,26340,59,26
12757,8553,26340,41,26
12758,11655,26340,40,26
12759,18737,26340,61,26
12760,2156,1005,56,23
12761,15916,1005,0,23
12762,16243,1005,32,23
12763,23455,1005,41,23
12764,26670,1005,84,23
12765,2156,24015,56,41
12766,4506,24015,41,41
12767,9061,24015,40,41
12768,14695,24015,59,41
12769,25155,24015,71,41
12770,2156,10837,56,43
12771,2156,16006,56,23
12772,2156,7769,56,79
12773,2156,20457,56,54
12774,25507,20457,39,54
12775,27588,20457,23,54
12776,28691,20457,8,54
12777,2156,15253,56,62
12778,2156,1991,56,43
12779,2156,21609,56,41
12780,2156,19450,56,41
12781,6340,19450,32,41
12782,20651,19450,43,41
12783,2156,19424,56,56
12784,13994,19424,40,56
12785,2156,3054,56,24
12786,2156,29689,56,27
12787,21892,29689,40,27
12788,2156,28359,56,64
12789,12017,28359,27,64
12790,21453,28359,84,64
12791,23892,28359,41,64
12792,30427,28359,61,64
12793,2156,22792,56,41
